30   1  10   9   9
30   2  16  15   1
30   3   7   7   1
30   4  16  15   9
30   5   5   5  11
30   6   3   4  11
30   7  13  14   1
30   8   6   6   1
30   9   4   3   9
30  10  11  11   5
30  11   4   4   1
30  12   1   2   3
30  13   2   2   5
30  14   2   2   3
30  15   7   8  11
30  16   3   3   9
30  17   5   5   7
30  18   1   2  13
30  19   8   7   5
30  20   9   9  13
30  21  17  18   1
30  22  12  11  15
30  23   4   3   1
30  24   5   5   9
30  25  11  12   9
30  26  10  10   1
30  27   5   6   7
30  28   4   3  13
30  29   5   5   1
30  30  13  14   3
