100   1  11  11   5
100   2   4   3  13
100   3   3   3   3
100   4   1   2   3
100   5  18  17   7
100   6   8   7   7
100   7   7   8   5
100   8  13  14   3
100   9   3   3   1
100  10  15  16   7
100  11   2   2  11
100  12  10   9   1
100  13  14  14   7
100  14  12  11   1
100  15  15  15   7
100  16  10  10  11
100  17   3   3   5
100  18   1   1   5
100  19   3   4   1
100  20   2   2   3
100  21   6   5   7
100  22   1   2   1
100  23  14  13  15
100  24   4   3   1
100  25  12  12   5
100  26   7   8   9
100  27   1   1  11
100  28   2   2  11
100  29   1   1  11
100  30   9   9  15
100  31   2   1   3
100  32   6   6  15
100  33  16  16   3
100  34   4   3   9
100  35   3   4   3
100  36  11  11   5
100  37   3   4   5
100  38   4   4   9
100  39   9  10  13
100  40   6   5   9
100  41  11  12  11
100  42   3   3   1
100  43  12  12   9
100  44   1   1  11
100  45  14  13   3
100  46   8   8   3
100  47   3   3   7
100  48  11  11   3
100  49   3   3   1
100  50   9   9   5
100  51   1   2   5
100  52   7   7   1
100  53  12  11   7
100  54  12  11   5
100  55   5   5   1
100  56   1   1   9
100  57   2   1   5
100  58   8   8   7
100  59  18  17   5
100  60   7   8   3
100  61   3   3  13
100  62   7   7   9
100  63   5   6   3
100  64  16  15   7
100  65   2   2   3
100  66  10  10   3
100  67   4   4   5
100  68   7   7   7
100  69  12  12   7
100  70   5   5  15
100  71  12  12  13
100  72   2   1   3
100  73   1   1   3
100  74   8   8   1
100  75   6   6   5
100  76   2   2   3
100  77  18  18   1
100  78   1   2   1
100  79   7   8   7
100  80  12  12   7
100  81   9   9   1
100  82   4   3   1
100  83   4   4  11
100  84   2   2   7
100  85   4   4   7
100  86   8   7  17
100  87   1   2  13
100  88  12  11   1
100  89   1   1   5
100  90  14  13   3
100  91   5   6   7
100  92  11  11  13
100  93   8   7  17
100  94  16  16  13
100  95  11  11   5
100  96   8   8   5
100  97   3   3   7
100  98   1   1  17
100  99   3   3   1
100 100   4   3   3
