90   1   2   1   1
90   2  18  17   1
90   3   1   2   5
90   4  12  12   3
90   5  10   9   9
90   6   1   1   5
90   7   7   7   3
90   8  12  12   9
90   9   1   1   1
90  10   2   1   1
90  11  11  11   9
90  12   5   6   3
90  13   8   8   7
90  14  10  10   5
90  15   7   8   1
90  16  12  12   3
90  17   1   1   1
90  18   9   9  13
90  19   3   3   7
90  20   4   3  15
90  21  13  14  13
90  22  16  16   3
90  23  11  12   9
90  24   7   7   7
90  25   1   2   3
90  26   5   5   9
90  27   2   2  15
90  28  13  13   7
90  29   8   7   1
90  30   1   1   1
90  31   1   1   1
90  32  13  13   7
90  33   9  10   3
90  34   1   2   1
90  35   1   1   9
90  36   1   1   7
90  37   1   1  13
90  38   9  10   1
90  39   5   6  17
90  40   8   7   1
90  41  14  13   9
90  42   2   2   3
90  43  10  10   3
90  44   6   5   7
90  45   7   8   7
90  46   5   5   1
90  47   8   8  11
90  48   6   6   5
90  49   3   4  13
90  50  10   9   3
90  51   4   3   9
90  52  14  14   7
90  53   6   6  15
90  54   3   4   5
90  55  15  16   1
90  56   3   4   7
90  57   6   5   1
90  58   1   2   9
90  59   8   8   9
90  60   1   1   5
90  61   4   3   5
90  62   6   6   9
90  63   1   1  11
90  64   2   2   5
90  65  16  15   3
90  66   6   5  13
90  67   9   9   1
90  68   9   9   5
90  69   5   6   1
90  70  12  12   7
90  71   8   8   5
90  72   9  10   1
90  73  11  12   5
90  74  12  12   1
90  75  10   9  11
90  76  11  12   7
90  77   6   5   5
90  78  10  10   1
90  79   1   1   1
90  80   3   3  13
90  81  11  12   1
90  82  12  12  13
90  83  12  11   5
90  84   6   6   3
90  85   7   7   1
90  86   8   8   3
90  87   6   6   7
90  88  15  16   5
90  89   5   6   7
90  90   5   6  11
