70   1   4   4  15
70   2  12  12   5
70   3   8   7  15
70   4   7   7   1
70   5   3   4   9
70   6  15  16   5
70   7   1   2  11
70   8   8   7   9
70   9   5   5   3
70  10  13  13   5
70  11   7   8   5
70  12   5   5   9
70  13  12  12   5
70  14   8   7   3
70  15   1   1   3
70  16   7   7   5
70  17   6   6  11
70  18  16  16  15
70  19  13  13  17
70  20   9  10   1
70  21   1   2  13
70  22  12  11   3
70  23  13  14   7
70  24   5   5   3
70  25   7   8  13
70  26   6   6   7
70  27   2   1   3
70  28  11  12   9
70  29   2   2   7
70  30   6   6  13
70  31   2   1   5
70  32   8   8   9
70  33   1   1   7
70  34   2   1   3
70  35   2   1   1
70  36   3   4  11
70  37   3   3   3
70  38   2   2  11
70  39  10   9   3
70  40   1   2   1
70  41  14  14  15
70  42  16  16   3
70  43  10  10   1
70  44  14  13   5
70  45  11  11   3
70  46   2   2  11
70  47   2   2  11
70  48  11  11   9
70  49   3   4   3
70  50   8   8  13
70  51   5   6   3
70  52  12  12   1
70  53  18  18   1
70  54   5   5   5
70  55  14  14   3
70  56   1   2   3
70  57   5   5   1
70  58   3   3  15
70  59   2   2  11
70  60   2   2   1
70  61   4   3   3
70  62   8   7  11
70  63   6   5   5
70  64  12  11   7
70  65   3   4   3
70  66   3   3   5
70  67  17  18   3
70  68   8   8   7
70  69   2   2  15
70  70   3   3   3
