50   1   7   8   1
50   2   1   2   7
50   3  11  12   7
50   4  11  11   9
50   5   8   7   1
50   6   2   2  11
50   7  11  11   5
50   8  13  14   5
50   9   3   4  13
50  10   3   3   5
50  11   2   1  11
50  12   5   6   5
50  13  13  13   1
50  14  16  16   9
50  15   7   8   5
50  16  10   9   7
50  17   2   1  15
50  18  11  12   7
50  19  14  14   5
50  20   2   1   9
50  21   1   2   5
50  22  11  12   3
50  23   9   9  11
50  24   1   2   3
50  25   8   8   5
50  26  16  15   3
50  27   2   2   1
50  28   3   3   3
50  29   4   3   9
50  30   1   2   3
50  31   7   7   1
50  32   5   6   5
50  33   6   5   7
50  34   6   6   1
50  35   2   2  13
50  36   4   4   7
50  37  10   9  11
50  38   6   5   1
50  39   9  10   5
50  40   8   8   1
50  41   2   1   1
50  42   3   4  11
50  43   3   3   5
50  44   3   4   5
50  45   6   6   3
50  46  17  18   3
50  47  13  14   1
50  48   3   3   7
50  49   2   1   3
50  50   6   6   7
