80   1  18  17   9
80   2  13  14   1
80   3   6   6   3
80   4   4   3   3
80   5   7   7  11
80   6  16  16   3
80   7   9   9   3
80   8   2   1   7
80   9   1   2   5
80  10   5   5   1
80  11   8   7   3
80  12  12  11   1
80  13   4   4   5
80  14  10  10   3
80  15  11  11  13
80  16  12  11   5
80  17  11  12   5
80  18  14  13  15
80  19  14  13   1
80  20   6   6   7
80  21   2   2   7
80  22   4   4  13
80  23   2   2   7
80  24   5   6   9
80  25   3   3   5
80  26   7   7   7
80  27   3   4  13
80  28   7   8   3
80  29   3   4   7
80  30   7   7  17
80  31   2   1   9
80  32   7   8   5
80  33   1   2   3
80  34  13  14   5
80  35   1   2   7
80  36   2   2  13
80  37   8   7   9
80  38   4   3   1
80  39   2   1   3
80  40   8   8  13
80  41  13  14   9
80  42  12  12   1
80  43   5   5   5
80  44   6   5   9
80  45   3   3  13
80  46  16  16   7
80  47   7   7   7
80  48  10  10   7
80  49   6   5   5
80  50   1   1   1
80  51  11  12   1
80  52  13  13   7
80  53   8   8   3
80  54   3   3  11
80  55  18  17   3
80  56   9  10   1
80  57   2   2   1
80  58   4   4   1
80  59   8   8   5
80  60  18  18   1
80  61   2   1  11
80  62   8   7  15
80  63   4   3  13
80  64   8   8   1
80  65  10  10  11
80  66   2   2   5
80  67   1   1   9
80  68   6   6   7
80  69  12  12  15
80  70   2   1  15
80  71   1   1   5
80  72   7   7   1
80  73   5   5   3
80  74   9  10   1
80  75   1   1   5
80  76   4   4   7
80  77   9   9   3
80  78   3   4   5
80  79   4   3   1
80  80   1   2   1
